"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.33214","764","Prishchepov","Nikita","COL","Available","","C","","","","","0","0","-1","0","4","2","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.5837","765","Hutton","Ben","VGK","Injured","IR-LT - Upper Body","D","","","","","0","0","0","0","6","5","","","","","https://s.yimg.com/iu/api/res/1.2/oeRYrYZ7LJl19RuPPMwg_g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/5837.png"
"453.p.6021","766","Hagg","Robert","VGK","NotAvailable","NA","D","","","","","0","0","0","0","0","2","","","","","https://s.yimg.com/iu/api/res/1.2/j2mWtq81nOYIr6mZneKfkw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012023/6021.png"
"453.p.6616","767","O'Brien","Liam","UTA","Available","","C","","","","","0","0","-1","0","1","1","","","","","https://s.yimg.com/iu/api/res/1.2/90eS.xsDHUigJbNS7VLUqQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/6616.png"
"453.p.30562","768","Honzek","Samuel","CGY","NotAvailable","NA","LW","","","","","0","0","-1","0","6","2","","","","","https://s.yimg.com/iu/api/res/1.2/Dt9AeJNEW59jBULR5WN_7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/30562.png"
"453.p.8942","769","Winterton","Ryan","SEA","NotAvailable","NA","C","","","","","0","1","-3","0","6","2","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.8131","770","Zamula","Egor","PHI","Available","","D","","","","","1","5","-11","0","12","28","","","","","https://s.yimg.com/iu/api/res/1.2/ufsd.Yui9WvJp50ry3AbFQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/8131.png"
"453.p.5433","771","Tynan","T.J.","COL","NotAvailable","NA","C","","","","","0","1","-1","0","4","4","","","","","https://s.yimg.com/iu/api/res/1.2/4OGvQ9BLWutWNB6kKQDDUQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10302024/5433.png"
"453.p.9274","772","Jiricek","David","MIN","Available","","D","","","","","0","1","-2","0","5","4","","","","","https://s.yimg.com/iu/api/res/1.2/1UdI.A6sMNXYMqt3ANwNxw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/9274.png"
"453.p.6859","773","Jones","Caleb","LA","NotAvailable","NA","D","","","","","0","0","-2","0","6","4","","","","","https://s.yimg.com/iu/api/res/1.2/DGEksfcvkfo789ltlrEI1g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/6859.png"
"453.p.5950","774","Ruhwedel","Chad","NYR","NotAvailable","NA","D","","","","","0","0","2","0","0","4","","","","","https://s.yimg.com/iu/api/res/1.2/f2XwWS40B6pr0RUNvikLlQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/5950.png"
"453.p.5800","775","Athanasiou","Andreas","CHI","NotAvailable","NA - Wrist","C","","","","","0","0","-1","0","6","4","","","","","https://s.yimg.com/iu/api/res/1.2/VLJQKSh.TZ4bXqC3Bo8DNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/5800.png"
"453.p.3777","776","Johnson","Jack","CBJ","Available","","D","","","","","0","1","-4","0","8","10","","","","","https://s.yimg.com/iu/api/res/1.2/0bcpXDMMDdAvdJiqbeLCWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/3777.png"
"453.p.7533","777","Vaakanainen","Urho","NYR","Injured","IR - Upper Body","D","","","","","0","1","0","0","3","7","","","","","https://s.yimg.com/iu/api/res/1.2/QOGgD4eFjo.iKkhA7N1a9w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/7533.png"
"453.p.6802","778","Kylington","Oliver","COL","Out","O - Upper Body","D","","","","","1","1","-2","0","2","6","","","","","https://s.yimg.com/iu/api/res/1.2/romPhjQ0VrwcrOMMIpCwuA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/6802.png"
"453.p.8527","779","Crevier","Louis","CHI","Available","","D","","","","","1","0","-2","0","3","7","","","","","https://s.yimg.com/iu/api/res/1.2/iDlr7QFOAKrBqcfxvjUhww--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/8527.png"
"453.p.8806","780","Aman","Nils","VAN","NotAvailable","NA","C","","","","","0","2","-3","0","2","0","","","","","https://s.yimg.com/iu/api/res/1.2/_GH9CWgUFWKIon4Xt8DoEA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/8806.png"
"453.p.8865","781","Duehr","Walker","CGY","Available","","RW","","","","","0","0","0","0","1","1","","","","","https://s.yimg.com/iu/api/res/1.2/0oRmI2MOYuLx.NavXpdCuQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11062023/8865.png"
"453.p.7543","782","Bowers","Shane","NJ","NotAvailable","NA","C","","","","","0","0","-1","0","2","1","","","","","https://s.yimg.com/iu/api/res/1.2/LxscIeOukLaBpLdK9NgF6g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11142023/7543.png"
"453.p.8298","783","Heinola","Ville","WPG","Available","","D","","","","","0","0","0","0","4","4","","","","","https://s.yimg.com/iu/api/res/1.2/NCxLgk0hgfH9dxAIb.Rnlg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/8298.png"
"453.p.9244","784","Merkulov","Georgii","BOS","NotAvailable","NA","C","","","","","0","1","-1","0","4","0","","","","","https://s.yimg.com/iu/api/res/1.2/5LzvX2ZsJLlj9VjoFSI0Fg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/9244.png"
"453.p.8804","785","Rempe","Matt","NYR","NotAvailable","NA","C","158.5","13.7","$0.0","3%","0","0","0","0","0","1","","","","","https://s.yimg.com/iu/api/res/1.2/ZWW3eEQkl6z1IUEmBPvIZQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8804.png"
"453.p.7265","786","Pezzetta","Michael","MTL","Available","","LW","","","","","0","0","-1","0","1","2","","","","","https://s.yimg.com/iu/api/res/1.2/1uOQpZ3RJhaNPxMcv.EhmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/7265.png"
"453.p.8532","787","Schueneman","Corey","STL","Available","","D","","","","","0","0","0","0","4","7","","","","","https://s.yimg.com/iu/api/res/1.2/8yGEADHLRBaxTwBFpIqhzA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/8532.png"
"453.p.8692","788","Ponomarev","Vasily","PIT","NotAvailable","NA","C","","","","","0","0","0","0","4","1","","","","","https://s.yimg.com/iu/api/res/1.2/woLJJioJ8EFRJH.6Wb.1oA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8692.png"
"453.p.6955","789","Hanley","Joel","CGY","Available","","D","","","","","0","0","-2","0","5","8","","","","","https://s.yimg.com/iu/api/res/1.2/TEu1Jb6aYexXBLUj6pVrsw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/6955.png"
"453.p.7154","790","Smith","Givani","SJ","NotAvailable","NA","RW","","","","","0","0","-1","0","2","3","","","","","https://s.yimg.com/iu/api/res/1.2/YnQ3xa1Tg.mvYtTdE2Bypg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/7154.png"
"453.p.9246","791","Meyers","Ben","SEA","NotAvailable","NA","C","","","","","0","0","0","0","2","0","","","","","https://s.yimg.com/iu/api/res/1.2/c33KdNVMBP2BiyDVv81ROA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11072023/9246.png"
"453.p.31592","792","Lekkerimaki","Jonathan","VAN","NotAvailable","NA","RW","","","","","1","0","-4","0","7","2","","","","","https://s.yimg.com/iu/api/res/1.2/19Pv5iFw6YSQFA3zPy._gQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11192024/31592.png"
"453.p.8229","793","Johnson","Reese","MIN","Available","","C","","","","","0","0","0","0","1","3","","","","","https://s.yimg.com/iu/api/res/1.2/Y.M4FUeAYBkfc91WPaaFNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/8229.png"
"453.p.4963","794","Gudbranson","Erik","CBJ","Injured","IR - Shoulder","D","","","","","0","0","0","0","1","3","","","","","https://s.yimg.com/iu/api/res/1.2/xLSJ9OPF6l8V4KfIdk.tgQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/4963.png"
"453.p.7602","795","Fleury","Cale","SEA","NotAvailable","NA","D","","","","","0","0","0","0","1","3","","","","","https://s.yimg.com/iu/api/res/1.2/zOAmWaY1RTU6evXH8SrGZQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/7602.png"
"453.p.8669","796","Brisson","Brendan","VGK","NotAvailable","NA","C","","","","","0","0","-3","0","7","0","","","","","https://s.yimg.com/iu/api/res/1.2/yQTF0vX6hehPTHciqcQ84w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8669.png"
"453.p.7913","797","Denisenko","Grigori","VGK","NotAvailable","NA","LW","","","","","0","0","0","0","0","0","","","","","https://s.yimg.com/iu/api/res/1.2/5ha3bP1nsQgj9GYosqDHtQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11272023/7913.png"
"453.p.6132","798","Brown","Josh","EDM","NotAvailable","NA","D","","","","","0","0","-1","0","2","5","","","","","https://s.yimg.com/iu/api/res/1.2/Auseli5CyTT5wZt_CqgJhA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/07032024/6132.png"
"453.p.32990","799","Grebenkin","Nikita","TOR","Available","","RW","","","","","0","0","-3","0","2","1","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.6054","800","Hayden","John","SEA","NotAvailable","NA","C","","","","","0","0","0","0","0","1","","","","","https://s.yimg.com/iu/api/res/1.2/cwEzlh.k4Z.dC1It66kYQQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032023/6054.png"
"453.p.7614","801","Bryson","Jacob","BUF","Available","","D","","","","","0","2","-5","0","7","22","","","","","https://s.yimg.com/iu/api/res/1.2/kv3MpPxDac4yQ1gK3THptw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7614.png"
"453.p.8378","802","Blumel","Matej","DAL","NotAvailable","NA","RW","","","","","0","0","0","0","2","0","","","","","https://s.yimg.com/iu/api/res/1.2/Sloa2BFo2lXL.ZiMzXtObQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11162023/8378.png"
"453.p.8017","803","Kurashev","Philipp","CHI","Available","","C,RW","","","","","3","2","-21","1","26","10","","","","","https://s.yimg.com/iu/api/res/1.2/y7.x5RtS.J3tPnq9WcMDEg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/8017.png"
"453.p.7958","804","Gustafsson","David","WPG","Available","","C","","","","","0","0","-1","0","3","0","","","","","https://s.yimg.com/iu/api/res/1.2/FWTRU__qAf0.FYFAP2JFRw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/7958.png"
"453.p.9357","805","Milne","Michael","MIN","NotAvailable","NA","LW","","","","","0","0","0","0","0","0","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.7374","806","Viel","Jeffrey","BOS","NotAvailable","NA","LW","","","","","0","0","0","0","0","0","","","","","https://s.yimg.com/iu/api/res/1.2/XMJPAYmYncqcVnLDQjiBAw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11192024/7374.png"
"453.p.6353","807","Brown","Patrick","BOS","NotAvailable","NA","C","","","","","0","0","-1","0","2","2","","","","","https://s.yimg.com/iu/api/res/1.2/IF6qpUvM39AkB1cgdrL19g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10122023/6353.png"
"453.p.31653","808","McGroarty","Rutger","PIT","NotAvailable","NA","RW","","","","","0","0","-1","0","2","0","","","","","https://s.yimg.com/iu/api/res/1.2/1RWY_WIDumHpQECrz7sX5A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/31653.png"
"453.p.8703","809","Hunt","Daemon","MIN","NotAvailable","NA","D","","","","","0","0","0","0","2","2","","","","","https://s.yimg.com/iu/api/res/1.2/hW6ixrFgqzgktcvSfkjkKg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10272022/8703.png"
"453.p.7208","810","Middleton","Keaton","COL","Available","","D","","","","","0","0","0","0","2","1","","","","","https://s.yimg.com/iu/api/res/1.2/dRlUUWpNc_XXBKuTcKzdxg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162023/7208.png"
"453.p.4975","811","Forbort","Derek","VAN","Injured","IR - Knee","D","","","","","0","1","-2","0","3","5","","","","","https://s.yimg.com/iu/api/res/1.2/28E5upoBg.hD4bKfgnDUJQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10312024/4975.png"
"453.p.8859","812","Hardman","Mike","NJ","NotAvailable","NA","RW","","","","","0","0","0","0","0","2","","","","","https://s.yimg.com/iu/api/res/1.2/FDnhffssp_igXdE.Kn3pVA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/8859.png"
"453.p.7129","813","Gauthier","Julien","NYI","NotAvailable","NA","RW","","","","","0","0","0","0","0","0","","","","","https://s.yimg.com/iu/api/res/1.2/WLM146ftATEw4t6df6r1lw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/7129.png"
"453.p.7116","814","Nylander","Alex","TOR","Available","","LW","","","","","0","0","-1","0","4","0","","","","","https://s.yimg.com/iu/api/res/1.2/YjEl_dhrvCtfM3QsI1914Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11022023/7116.png"
"453.p.30569","815","Ritchie","Calum","COL","NotAvailable","NA","C,RW","","","","","1","0","-7","0","11","2","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.9025","816","Roy","Joshua","MTL","NotAvailable","NA","RW","","","","","0","0","-1","0","3","1","","","","","https://s.yimg.com/iu/api/res/1.2/fCPv50IPatzalF0v_VCfWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/9025.png"
"453.p.5542","817","Boyd","Travis","MIN","NotAvailable","NA","C","","","","","0","0","0","0","0","2","","","","","https://s.yimg.com/iu/api/res/1.2/OEQPIa8LwAAzTCapBHbPtA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10062023/5542.png"
"453.p.30133","818","Bradley","Chase","COL","NotAvailable","NA","LW","","","","","0","0","0","0","0","1","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"453.p.9298","819","Lambert","Brad","WPG","Available","","C","","","","","0","0","-1","0","1","4","","","","","https://s.yimg.com/iu/api/res/1.2/m2zB096DphiZuGI0Kq5ywQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11132023/9298.png"
"453.p.8535","820","Morelli","Mason","VGK","NotAvailable","NA","LW","","","","","0","0","-1","0","0","0","","","","","https://s.yimg.com/iu/api/res/1.2/vovoK_h9ppP537UZWBHttg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10242019/8535.png"
